STATE/UT,DISTRICT,YEAR,RAPE
UTTAR PRADESH,BALRAMPUR,2010,11
UTTAR PRADESH,BALRAMPUR,2011,10
UTTAR PRADESH,BALRAMPUR,2012,12
UTTAR PRADESH,BANDA,2001,27
UTTAR PRADESH,BANDA,2002,20
UTTAR PRADESH,BANDA,2003,10
UTTAR PRADESH,BANDA,2004,21
UTTAR PRADESH,BANDA,2005,16
UTTAR PRADESH,BANDA,2006,15
UTTAR PRADESH,BANDA,2007,15
UTTAR PRADESH,BANDA,2008,35
UTTAR PRADESH,BANDA,2009,23
UTTAR PRADESH,BANDA,2010,22
UTTAR PRADESH,BANDA,2011,26
UTTAR PRADESH,BANDA,2012,22
JAMMU & KASHMIR,BANDIPORA,2008,1
JAMMU & KASHMIR,BANDIPORA,2009,4
JAMMU & KASHMIR,BANDIPORA,2010,4
JAMMU & KASHMIR,BANDIPORA,2011,1
JAMMU & KASHMIR,BANDIPORA,2012,6
KARNATAKA,BANGALORE COMMR.,2001,40
KARNATAKA,BANGALORE COMMR.,2002,32
KARNATAKA,BANGALORE COMMR.,2003,34
KARNATAKA,BANGALORE COMMR.,2004,32
KARNATAKA,BANGALORE COMMR.,2005,38
KARNATAKA,BANGALORE COMMR.,2006,33
KARNATAKA,BANGALORE COMMR.,2007,62
KARNATAKA,BANGALORE COMMR.,2008,54
KARNATAKA,BANGALORE COMMR.,2009,65
KARNATAKA,BANGALORE COMMR.,2010,65
KARNATAKA,BANGALORE COMMR.,2011,97
KARNATAKA,BANGALORE COMMR.,2012,90
KARNATAKA,BANGALORE RURAL,2001,13
KARNATAKA,BANGALORE RURAL,2002,22
KARNATAKA,BANGALORE RURAL,2003,27
KARNATAKA,BANGALORE RURAL,2004,29
KARNATAKA,BANGALORE RURAL,2005,16
KARNATAKA,BANGALORE RURAL,2006,26
KARNATAKA,BANGALORE RURAL,2007,29
KARNATAKA,BANGALORE RURAL,2008,14
KARNATAKA,BANGALORE RURAL,2009,14
KARNATAKA,BANGALORE RURAL,2010,16
KARNATAKA,BANGALORE RURAL,2011,29
KARNATAKA,BANGALORE RURAL,2012,31
BIHAR,BANKA,2001,34
BIHAR,BANKA,2002,27
BIHAR,BANKA,2003,19
BIHAR,BANKA,2004,44
BIHAR,BANKA,2005,43
BIHAR,BANKA,2006,70
BIHAR,BANKA,2007,74
BIHAR,BANKA,2008,49
BIHAR,BANKA,2009,31
BIHAR,BANKA,2010,13
BIHAR,BANKA,2011,26
BIHAR,BANKA,2012,17
WEST BENGAL,BANKURA,2001,26
WEST BENGAL,BANKURA,2002,19
WEST BENGAL,BANKURA,2003,43
WEST BENGAL,BANKURA,2004,49
WEST BENGAL,BANKURA,2005,43
WEST BENGAL,BANKURA,2006,51
WEST BENGAL,BANKURA,2007,44
WEST BENGAL,BANKURA,2008,46
WEST BENGAL,BANKURA,2009,33
WEST BENGAL,BANKURA,2010,36
WEST BENGAL,BANKURA,2011,44
WEST BENGAL,BANKURA,2012,35
RAJASTHAN,BANSWARA,2001,90
RAJASTHAN,BANSWARA,2002,74
RAJASTHAN,BANSWARA,2003,53
RAJASTHAN,BANSWARA,2004,20
RAJASTHAN,BANSWARA,2005,29
RAJASTHAN,BANSWARA,2006,27
RAJASTHAN,BANSWARA,2007,39
RAJASTHAN,BANSWARA,2008,42
RAJASTHAN,BANSWARA,2009,40
RAJASTHAN,BANSWARA,2010,61
RAJASTHAN,BANSWARA,2011,55
RAJASTHAN,BANSWARA,2012,56
UTTAR PRADESH,BARABANKI,2001,41
UTTAR PRADESH,BARABANKI,2002,32
UTTAR PRADESH,BARABANKI,2003,12
UTTAR PRADESH,BARABANKI,2004,25
UTTAR PRADESH,BARABANKI,2005,30
UTTAR PRADESH,BARABANKI,2006,21
UTTAR PRADESH,BARABANKI,2007,25
UTTAR PRADESH,BARABANKI,2008,23
UTTAR PRADESH,BARABANKI,2009,19
UTTAR PRADESH,BARABANKI,2010,22
UTTAR PRADESH,BARABANKI,2011,36
UTTAR PRADESH,BARABANKI,2012,31
ODISHA,BARAGARH,2001,19
ODISHA,BARAGARH,2002,12
ODISHA,BARAGARH,2003,30
ODISHA,BARAGARH,2004,22
ODISHA,BARAGARH,2005,21
ODISHA,BARAGARH,2006,17
ODISHA,BARAGARH,2007,18
ODISHA,BARAGARH,2008,29
ODISHA,BARAGARH,2009,25
ODISHA,BARAGARH,2010,36
ODISHA,BARAGARH,2011,21
ODISHA,BARAGARH,2012,35
JAMMU & KASHMIR,BARAMULLA,2001,28
JAMMU & KASHMIR,BARAMULLA,2002,14
JAMMU & KASHMIR,BARAMULLA,2003,18
JAMMU & KASHMIR,BARAMULLA,2004,15
JAMMU & KASHMIR,BARAMULLA,2005,16
JAMMU & KASHMIR,BARAMULLA,2006,15
JAMMU & KASHMIR,BARAMULLA,2007,31
JAMMU & KASHMIR,BARAMULLA,2008,13
JAMMU & KASHMIR,BARAMULLA,2009,14
JAMMU & KASHMIR,BARAMULLA,2010,7
JAMMU & KASHMIR,BARAMULLA,2011,12
JAMMU & KASHMIR,BARAMULLA,2012,12
RAJASTHAN,BARAN,2001,81
RAJASTHAN,BARAN,2002,51
RAJASTHAN,BARAN,2003,50
RAJASTHAN,BARAN,2004,50
RAJASTHAN,BARAN,2005,45
RAJASTHAN,BARAN,2006,37
RAJASTHAN,BARAN,2007,43
RAJASTHAN,BARAN,2008,52
RAJASTHAN,BARAN,2009,55
RAJASTHAN,BARAN,2010,48
RAJASTHAN,BARAN,2011,60
RAJASTHAN,BARAN,2012,69
UTTAR PRADESH,BAREILLY,2001,93
UTTAR PRADESH,BAREILLY,2002,65
UTTAR PRADESH,BAREILLY,2003,32
UTTAR PRADESH,BAREILLY,2004,41
UTTAR PRADESH,BAREILLY,2005,48
UTTAR PRADESH,BAREILLY,2006,45
UTTAR PRADESH,BAREILLY,2007,62
UTTAR PRADESH,BAREILLY,2008,46
UTTAR PRADESH,BAREILLY,2009,77
UTTAR PRADESH,BAREILLY,2010,44
UTTAR PRADESH,BAREILLY,2011,34
UTTAR PRADESH,BAREILLY,2012,86
RAJASTHAN,BARMER,2001,13
RAJASTHAN,BARMER,2002,24
RAJASTHAN,BARMER,2003,16
RAJASTHAN,BARMER,2004,14
RAJASTHAN,BARMER,2005,19
RAJASTHAN,BARMER,2006,12
RAJASTHAN,BARMER,2007,19
RAJASTHAN,BARMER,2008,20
RAJASTHAN,BARMER,2009,31
RAJASTHAN,BARMER,2010,34
RAJASTHAN,BARMER,2011,21
RAJASTHAN,BARMER,2012,21
PUNJAB,BARNALA,2001,12
PUNJAB,BARNALA,2002,11
PUNJAB,BARNALA,2003,15
PUNJAB,BARNALA,2004,13
PUNJAB,BARNALA,2005,11
PUNJAB,BARNALA,2006,5
PUNJAB,BARNALA,2007,7
PUNJAB,BARNALA,2008,12
PUNJAB,BARNALA,2009,13
PUNJAB,BARNALA,2010,12
PUNJAB,BARNALA,2011,5
PUNJAB,BARNALA,2012,25
ASSAM,BARPETA,2001,28
ASSAM,BARPETA,2002,55
ASSAM,BARPETA,2003,61
ASSAM,BARPETA,2004,50
ASSAM,BARPETA,2005,56
ASSAM,BARPETA,2006,58
ASSAM,BARPETA,2007,83
ASSAM,BARPETA,2008,97
ASSAM,BARPETA,2009,123
ASSAM,BARPETA,2010,109
ASSAM,BARPETA,2011,92
ASSAM,BARPETA,2012,98
MADHYA PRADESH,BARWANI,2001,34
MADHYA PRADESH,BARWANI,2002,30
MADHYA PRADESH,BARWANI,2003,38
MADHYA PRADESH,BARWANI,2004,30
MADHYA PRADESH,BARWANI,2005,41
MADHYA PRADESH,BARWANI,2006,48
MADHYA PRADESH,BARWANI,2007,55
MADHYA PRADESH,BARWANI,2008,39
MADHYA PRADESH,BARWANI,2009,31
MADHYA PRADESH,BARWANI,2010,32
MADHYA PRADESH,BARWANI,2011,39
MADHYA PRADESH,BARWANI,2012,50
ASSAM,BASKA,2005,9
ASSAM,BASKA,2006,14
ASSAM,BASKA,2007,7
ASSAM,BASKA,2008,23
ASSAM,BASKA,2009,18
ASSAM,BASKA,2010,23
ASSAM,BASKA,2011,29
UTTAR PRADESH,BASTI,2001,18
UTTAR PRADESH,BASTI,2002,16
UTTAR PRADESH,BASTI,2003,5
UTTAR PRADESH,BASTI,2004,7
UTTAR PRADESH,BASTI,2005,13
UTTAR PRADESH,BASTI,2006,10
UTTAR PRADESH,BASTI,2007,10
UTTAR PRADESH,BASTI,2008,7
UTTAR PRADESH,BASTI,2009,12
UTTAR PRADESH,BASTI,2010,8
UTTAR PRADESH,BASTI,2011,7
UTTAR PRADESH,BASTI,2012,7
PUNJAB,BATALA,2001,8
PUNJAB,BATALA,2002,14
PUNJAB,BATALA,2003,13
PUNJAB,BATALA,2004,8
PUNJAB,BATALA,2005,24
PUNJAB,BATALA,2006,31
PUNJAB,BATALA,2007,15
PUNJAB,BATALA,2008,20
PUNJAB,BATALA,2009,21
PUNJAB,BATALA,2010,26
PUNJAB,BATALA,2011,13
PUNJAB,BATALA,2012,25
WEST BENGAL,BDN CP,2012,13
MAHARASHTRA,BEED,2001,22
MAHARASHTRA,BEED,2002,25
MAHARASHTRA,BEED,2003,25
MAHARASHTRA,BEED,2004,24
MAHARASHTRA,BEED,2005,25
MAHARASHTRA,BEED,2006,24
MAHARASHTRA,BEED,2007,23
MAHARASHTRA,BEED,2008,26
MAHARASHTRA,BEED,2009,26
MAHARASHTRA,BEED,2010,28
MAHARASHTRA,BEED,2011,32
MAHARASHTRA,BEED,2012,42
BIHAR,BEGUSARAI,2001,13
BIHAR,BEGUSARAI,2002,20
BIHAR,BEGUSARAI,2003,19
BIHAR,BEGUSARAI,2004,23
BIHAR,BEGUSARAI,2005,20
BIHAR,BEGUSARAI,2006,23
BIHAR,BEGUSARAI,2007,25
BIHAR,BEGUSARAI,2008,25
BIHAR,BEGUSARAI,2009,12
BIHAR,BEGUSARAI,2010,20
BIHAR,BEGUSARAI,2011,17
BIHAR,BEGUSARAI,2012,11
KARNATAKA,BELGAUM,2001,8
KARNATAKA,BELGAUM,2002,6
KARNATAKA,BELGAUM,2003,11
KARNATAKA,BELGAUM,2004,5
KARNATAKA,BELGAUM,2005,13
KARNATAKA,BELGAUM,2006,22
KARNATAKA,BELGAUM,2007,22
KARNATAKA,BELGAUM,2008,30
KARNATAKA,BELGAUM,2009,39
KARNATAKA,BELGAUM,2010,42
KARNATAKA,BELGAUM,2011,45
KARNATAKA,BELGAUM,2012,37
KARNATAKA,BELLARY,2001,16
KARNATAKA,BELLARY,2002,11
KARNATAKA,BELLARY,2003,14
KARNATAKA,BELLARY,2004,5
KARNATAKA,BELLARY,2005,17
KARNATAKA,BELLARY,2006,15
KARNATAKA,BELLARY,2007,14
KARNATAKA,BELLARY,2008,11
KARNATAKA,BELLARY,2009,11
KARNATAKA,BELLARY,2010,12
KARNATAKA,BELLARY,2011,6
KARNATAKA,BELLARY,2012,18
CHHATTISGARH,BEMETARA,2012,24
ODISHA,BERHAMPUR,2001,10
ODISHA,BERHAMPUR,2002,10
ODISHA,BERHAMPUR,2003,12
ODISHA,BERHAMPUR,2004,16
ODISHA,BERHAMPUR,2005,6
ODISHA,BERHAMPUR,2006,12
ODISHA,BERHAMPUR,2007,4
ODISHA,BERHAMPUR,2008,23
ODISHA,BERHAMPUR,2009,18
ODISHA,BERHAMPUR,2010,11
ODISHA,BERHAMPUR,2011,13
ODISHA,BERHAMPUR,2012,18
BIHAR,BETTIAH,2001,20
BIHAR,BETTIAH,2002,55
BIHAR,BETTIAH,2003,27
BIHAR,BETTIAH,2004,128
BIHAR,BETTIAH,2005,51
BIHAR,BETTIAH,2006,49
BIHAR,BETTIAH,2007,23
BIHAR,BETTIAH,2008,28
BIHAR,BETTIAH,2009,22
BIHAR,BETTIAH,2010,18
BIHAR,BETTIAH,2011,21
BIHAR,BETTIAH,2012,35
MADHYA PRADESH,BETUL,2001,95
MADHYA PRADESH,BETUL,2002,115
MADHYA PRADESH,BETUL,2003,137
MADHYA PRADESH,BETUL,2004,110
MADHYA PRADESH,BETUL,2005,136
MADHYA PRADESH,BETUL,2006,142
MADHYA PRADESH,BETUL,2007,156
MADHYA PRADESH,BETUL,2008,121
MADHYA PRADESH,BETUL,2009,130
MADHYA PRADESH,BETUL,2010,144
MADHYA PRADESH,BETUL,2011,120
MADHYA PRADESH,BETUL,2012,118
BIHAR,BHABHUA,2001,10
BIHAR,BHABHUA,2002,17
BIHAR,BHABHUA,2003,11
BIHAR,BHABHUA,2004,20
BIHAR,BHABHUA,2005,14
BIHAR,BHABHUA,2006,22
BIHAR,BHABHUA,2007,12
BIHAR,BHABHUA,2008,8
BIHAR,BHABHUA,2009,4
BIHAR,BHABHUA,2010,6
BIHAR,BHABHUA,2011,9
BIHAR,BHABHUA,2012,10
ODISHA,BHADRAK,2001,35
ODISHA,BHADRAK,2002,27
ODISHA,BHADRAK,2003,25
ODISHA,BHADRAK,2004,31
ODISHA,BHADRAK,2005,37
ODISHA,BHADRAK,2006,45
ODISHA,BHADRAK,2007,42
ODISHA,BHADRAK,2008,58
ODISHA,BHADRAK,2009,46
ODISHA,BHADRAK,2010,33
ODISHA,BHADRAK,2011,26
ODISHA,BHADRAK,2012,54
BIHAR,BHAGALPUR,2001,35
BIHAR,BHAGALPUR,2002,40
BIHAR,BHAGALPUR,2003,45
BIHAR,BHAGALPUR,2004,63
BIHAR,BHAGALPUR,2005,75
BIHAR,BHAGALPUR,2006,43
BIHAR,BHAGALPUR,2007,25
BIHAR,BHAGALPUR,2008,35
BIHAR,BHAGALPUR,2009,28
BIHAR,BHAGALPUR,2010,22
BIHAR,BHAGALPUR,2011,23
BIHAR,BHAGALPUR,2012,31
MAHARASHTRA,BHANDARA,2001,39
MAHARASHTRA,BHANDARA,2002,32
MAHARASHTRA,BHANDARA,2003,41
MAHARASHTRA,BHANDARA,2004,36
MAHARASHTRA,BHANDARA,2005,15
MAHARASHTRA,BHANDARA,2006,40
MAHARASHTRA,BHANDARA,2007,19
MAHARASHTRA,BHANDARA,2008,26
MAHARASHTRA,BHANDARA,2009,17
MAHARASHTRA,BHANDARA,2010,24
MAHARASHTRA,BHANDARA,2011,23
MAHARASHTRA,BHANDARA,2012,26
RAJASTHAN,BHARATPUR,2001,48
RAJASTHAN,BHARATPUR,2002,59
RAJASTHAN,BHARATPUR,2003,41
RAJASTHAN,BHARATPUR,2004,44
RAJASTHAN,BHARATPUR,2005,46
RAJASTHAN,BHARATPUR,2006,35
RAJASTHAN,BHARATPUR,2007,62
RAJASTHAN,BHARATPUR,2008,74
RAJASTHAN,BHARATPUR,2009,82
RAJASTHAN,BHARATPUR,2010,83
RAJASTHAN,BHARATPUR,2011,69
RAJASTHAN,BHARATPUR,2012,108
GUJARAT,BHARUCH,2001,4
GUJARAT,BHARUCH,2002,7
GUJARAT,BHARUCH,2003,5
GUJARAT,BHARUCH,2004,14
GUJARAT,BHARUCH,2005,8
GUJARAT,BHARUCH,2006,7
GUJARAT,BHARUCH,2007,8
GUJARAT,BHARUCH,2008,13
GUJARAT,BHARUCH,2009,18
GUJARAT,BHARUCH,2010,9
GUJARAT,BHARUCH,2011,13
GUJARAT,BHARUCH,2012,12
PUNJAB,BHATINDA,2001,13
PUNJAB,BHATINDA,2002,14
PUNJAB,BHATINDA,2003,15
PUNJAB,BHATINDA,2004,22
PUNJAB,BHATINDA,2005,30
PUNJAB,BHATINDA,2006,19
PUNJAB,BHATINDA,2007,27
PUNJAB,BHATINDA,2008,20
PUNJAB,BHATINDA,2009,32
PUNJAB,BHATINDA,2010,29
PUNJAB,BHATINDA,2011,37
PUNJAB,BHATINDA,2012,44
GUJARAT,BHAVNAGAR,2001,9
GUJARAT,BHAVNAGAR,2002,9
GUJARAT,BHAVNAGAR,2003,5
GUJARAT,BHAVNAGAR,2004,22
GUJARAT,BHAVNAGAR,2005,14
GUJARAT,BHAVNAGAR,2006,26
GUJARAT,BHAVNAGAR,2007,18
GUJARAT,BHAVNAGAR,2008,9
GUJARAT,BHAVNAGAR,2009,9
GUJARAT,BHAVNAGAR,2010,8
GUJARAT,BHAVNAGAR,2011,8
GUJARAT,BHAVNAGAR,2012,13
RAJASTHAN,BHILWARA,2001,42
RAJASTHAN,BHILWARA,2002,46
RAJASTHAN,BHILWARA,2003,42
RAJASTHAN,BHILWARA,2004,44
RAJASTHAN,BHILWARA,2005,39
RAJASTHAN,BHILWARA,2006,40
RAJASTHAN,BHILWARA,2007,48
RAJASTHAN,BHILWARA,2008,42
RAJASTHAN,BHILWARA,2009,52
RAJASTHAN,BHILWARA,2010,48
RAJASTHAN,BHILWARA,2011,52
RAJASTHAN,BHILWARA,2012,59
UTTAR PRADESH,BHIM NAGAR,2011,34
UTTAR PRADESH,BHIM NAGAR,2012,23
MADHYA PRADESH,BHIND,2001,31
MADHYA PRADESH,BHIND,2002,33
MADHYA PRADESH,BHIND,2003,25
MADHYA PRADESH,BHIND,2004,29
MADHYA PRADESH,BHIND,2005,29
MADHYA PRADESH,BHIND,2006,34
MADHYA PRADESH,BHIND,2007,27
MADHYA PRADESH,BHIND,2008,27
MADHYA PRADESH,BHIND,2009,23
MADHYA PRADESH,BHIND,2010,30
MADHYA PRADESH,BHIND,2011,51
MADHYA PRADESH,BHIND,2012,49
HARYANA,BHIWANI,2001,10
HARYANA,BHIWANI,2002,17
HARYANA,BHIWANI,2003,15
HARYANA,BHIWANI,2004,28
HARYANA,BHIWANI,2005,18
HARYANA,BHIWANI,2006,35
HARYANA,BHIWANI,2007,17
HARYANA,BHIWANI,2008,33
HARYANA,BHIWANI,2009,37
HARYANA,BHIWANI,2010,30
HARYANA,BHIWANI,2011,41
HARYANA,BHIWANI,2012,28
BIHAR,BHOJPUR,2001,22
BIHAR,BHOJPUR,2002,17
BIHAR,BHOJPUR,2003,12
BIHAR,BHOJPUR,2004,9
BIHAR,BHOJPUR,2005,14
BIHAR,BHOJPUR,2006,17
BIHAR,BHOJPUR,2007,41
BIHAR,BHOJPUR,2008,18
BIHAR,BHOJPUR,2009,11
BIHAR,BHOJPUR,2010,15
BIHAR,BHOJPUR,2011,16
BIHAR,BHOJPUR,2012,9
MADHYA PRADESH,BHOPAL,2001,106
MADHYA PRADESH,BHOPAL,2002,98
MADHYA PRADESH,BHOPAL,2003,93
MADHYA PRADESH,BHOPAL,2004,84
MADHYA PRADESH,BHOPAL,2005,79
MADHYA PRADESH,BHOPAL,2006,70
MADHYA PRADESH,BHOPAL,2007,82
MADHYA PRADESH,BHOPAL,2008,113
MADHYA PRADESH,BHOPAL,2009,152
MADHYA PRADESH,BHOPAL,2010,106
MADHYA PRADESH,BHOPAL,2011,146
MADHYA PRADESH,BHOPAL,2012,143
MADHYA PRADESH,BHOPAL RLY.,2001,1
MADHYA PRADESH,BHOPAL RLY.,2002,1
MADHYA PRADESH,BHOPAL RLY.,2003,3
MADHYA PRADESH,BHOPAL RLY.,2004,1
MADHYA PRADESH,BHOPAL RLY.,2005,1
MADHYA PRADESH,BHOPAL RLY.,2006,1
MADHYA PRADESH,BHOPAL RLY.,2007,1
MADHYA PRADESH,BHOPAL RLY.,2008,2
MADHYA PRADESH,BHOPAL RLY.,2009,3
MADHYA PRADESH,BHOPAL RLY.,2010,2
MADHYA PRADESH,BHOPAL RLY.,2011,0
MADHYA PRADESH,BHOPAL RLY.,2012,4
KARNATAKA,BIDAR,2001,7
KARNATAKA,BIDAR,2002,8
KARNATAKA,BIDAR,2003,6
KARNATAKA,BIDAR,2004,8
KARNATAKA,BIDAR,2005,5
KARNATAKA,BIDAR,2006,8
KARNATAKA,BIDAR,2007,11
KARNATAKA,BIDAR,2008,7
KARNATAKA,BIDAR,2009,12
KARNATAKA,BIDAR,2010,8
KARNATAKA,BIDAR,2011,14
KARNATAKA,BIDAR,2012,11
ASSAM,BIEO,2012,0
KARNATAKA,BIJAPUR,2001,6
KARNATAKA,BIJAPUR,2002,3
KARNATAKA,BIJAPUR,2003,9
KARNATAKA,BIJAPUR,2004,8
KARNATAKA,BIJAPUR,2005,18
KARNATAKA,BIJAPUR,2006,18
KARNATAKA,BIJAPUR,2007,17
KARNATAKA,BIJAPUR,2008,19
KARNATAKA,BIJAPUR,2009,19
KARNATAKA,BIJAPUR,2010,13
KARNATAKA,BIJAPUR,2011,7
KARNATAKA,BIJAPUR,2012,18
UTTAR PRADESH,BIJNOR,2001,38
UTTAR PRADESH,BIJNOR,2002,26
UTTAR PRADESH,BIJNOR,2003,20
UTTAR PRADESH,BIJNOR,2004,25
UTTAR PRADESH,BIJNOR,2005,22
UTTAR PRADESH,BIJNOR,2006,25
UTTAR PRADESH,BIJNOR,2007,27
UTTAR PRADESH,BIJNOR,2008,30
UTTAR PRADESH,BIJNOR,2009,30
UTTAR PRADESH,BIJNOR,2010,40
UTTAR PRADESH,BIJNOR,2011,39
UTTAR PRADESH,BIJNOR,2012,43
RAJASTHAN,BIKANER,2001,35
RAJASTHAN,BIKANER,2002,24
RAJASTHAN,BIKANER,2003,27
RAJASTHAN,BIKANER,2004,41
RAJASTHAN,BIKANER,2005,30
RAJASTHAN,BIKANER,2006,29
RAJASTHAN,BIKANER,2007,32
RAJASTHAN,BIKANER,2008,48
RAJASTHAN,BIKANER,2009,37
RAJASTHAN,BIKANER,2010,41
RAJASTHAN,BIKANER,2011,55
RAJASTHAN,BIKANER,2012,67
CHHATTISGARH,BILASPUR,2001,69
CHHATTISGARH,BILASPUR,2002,72
CHHATTISGARH,BILASPUR,2003,49
CHHATTISGARH,BILASPUR,2004,61
CHHATTISGARH,BILASPUR,2005,77
CHHATTISGARH,BILASPUR,2006,68
CHHATTISGARH,BILASPUR,2007,61
CHHATTISGARH,BILASPUR,2008,71
CHHATTISGARH,BILASPUR,2009,59
CHHATTISGARH,BILASPUR,2010,69
CHHATTISGARH,BILASPUR,2011,70
CHHATTISGARH,BILASPUR,2012,47
HIMACHAL PRADESH,BILASPUR,2001,5
HIMACHAL PRADESH,BILASPUR,2002,9
HIMACHAL PRADESH,BILASPUR,2003,13
HIMACHAL PRADESH,BILASPUR,2004,10
HIMACHAL PRADESH,BILASPUR,2005,8
HIMACHAL PRADESH,BILASPUR,2006,11
HIMACHAL PRADESH,BILASPUR,2007,6
HIMACHAL PRADESH,BILASPUR,2008,10
HIMACHAL PRADESH,BILASPUR,2009,14
HIMACHAL PRADESH,BILASPUR,2010,15
HIMACHAL PRADESH,BILASPUR,2011,8
HIMACHAL PRADESH,BILASPUR,2012,12
WEST BENGAL,BIRBHUM,2001,43
WEST BENGAL,BIRBHUM,2002,36
WEST BENGAL,BIRBHUM,2003,48
WEST BENGAL,BIRBHUM,2004,58
WEST BENGAL,BIRBHUM,2005,78
WEST BENGAL,BIRBHUM,2006,57
WEST BENGAL,BIRBHUM,2007,53
WEST BENGAL,BIRBHUM,2008,58
WEST BENGAL,BIRBHUM,2009,52
WEST BENGAL,BIRBHUM,2010,44
WEST BENGAL,BIRBHUM,2011,44
WEST BENGAL,BIRBHUM,2012,49
MANIPUR,BISHNUPUR,2001,1
MANIPUR,BISHNUPUR,2002,2
MANIPUR,BISHNUPUR,2003,2
MANIPUR,BISHNUPUR,2004,3
MANIPUR,BISHNUPUR,2005,3
MANIPUR,BISHNUPUR,2006,1
MANIPUR,BISHNUPUR,2007,4
MANIPUR,BISHNUPUR,2008,3
MANIPUR,BISHNUPUR,2009,2
MANIPUR,BISHNUPUR,2010,6
MANIPUR,BISHNUPUR,2011,2
MANIPUR,BISHNUPUR,2012,11
CHHATTISGARH,BIZAPUR,2001,4
CHHATTISGARH,BIZAPUR,2002,7
CHHATTISGARH,BIZAPUR,2003,8
CHHATTISGARH,BIZAPUR,2004,3
CHHATTISGARH,BIZAPUR,2005,5
CHHATTISGARH,BIZAPUR,2006,6
CHHATTISGARH,BIZAPUR,2007,4
CHHATTISGARH,BIZAPUR,2008,5
CHHATTISGARH,BIZAPUR,2009,10
CHHATTISGARH,BIZAPUR,2010,3
CHHATTISGARH,BIZAPUR,2011,4
CHHATTISGARH,BIZAPUR,2012,4
WEST BENGAL,BKP CP,2012,36
JHARKHAND,BOKARO,2001,26
JHARKHAND,BOKARO,2002,48
JHARKHAND,BOKARO,2003,48
JHARKHAND,BOKARO,2004,48
JHARKHAND,BOKARO,2005,36
JHARKHAND,BOKARO,2006,24
JHARKHAND,BOKARO,2007,57
JHARKHAND,BOKARO,2008,40
JHARKHAND,BOKARO,2009,18
JHARKHAND,BOKARO,2010,28
JHARKHAND,BOKARO,2011,46
JHARKHAND,BOKARO,2012,46
ODISHA,BOLANGIR,2001,19
ODISHA,BOLANGIR,2002,15
ODISHA,BOLANGIR,2003,25
ODISHA,BOLANGIR,2004,33
ODISHA,BOLANGIR,2005,37
ODISHA,BOLANGIR,2006,40
ODISHA,BOLANGIR,2007,53
ODISHA,BOLANGIR,2008,34
ODISHA,BOLANGIR,2009,46
ODISHA,BOLANGIR,2010,48
ODISHA,BOLANGIR,2011,52
ODISHA,BOLANGIR,2012,51
ASSAM,BONGAIGAON,2001,20
ASSAM,BONGAIGAON,2002,21
ASSAM,BONGAIGAON,2003,27
ASSAM,BONGAIGAON,2004,41
ASSAM,BONGAIGAON,2005,38
ASSAM,BONGAIGAON,2006,13
ASSAM,BONGAIGAON,2007,40
ASSAM,BONGAIGAON,2008,51
ASSAM,BONGAIGAON,2009,54
ASSAM,BONGAIGAON,2010,51
ASSAM,BONGAIGAON,2011,72
ASSAM,BONGAIGAON,2012,50
JAMMU & KASHMIR,BORDER,2001,12
JAMMU & KASHMIR,BORDER,2002,5
JAMMU & KASHMIR,BORDER,2003,9
JAMMU & KASHMIR,BORDER,2004,4
JAMMU & KASHMIR,BORDER,2005,5
JAMMU & KASHMIR,BORDER DISTRICT,2006,6
JAMMU & KASHMIR,BORDER DISTRICT,2007,6
ODISHA,BOUDH,2001,6
ODISHA,BOUDH,2002,2
ODISHA,BOUDH,2003,11
ODISHA,BOUDH,2004,7
ODISHA,BOUDH,2005,7
ODISHA,BOUDH,2006,4
ODISHA,BOUDH,2007,9
ODISHA,BOUDH,2008,5
ODISHA,BOUDH,2009,7
ODISHA,BOUDH,2010,7
ODISHA,BOUDH,2011,14
ODISHA,BOUDH,2012,10
JAMMU & KASHMIR,BUDGAM,2001,7
JAMMU & KASHMIR,BUDGAM,2002,12
JAMMU & KASHMIR,BUDGAM,2003,11
JAMMU & KASHMIR,BUDGAM,2004,6
JAMMU & KASHMIR,BUDGAM,2005,6
JAMMU & KASHMIR,BUDGAM,2006,5
JAMMU & KASHMIR,BUDGAM,2007,17
JAMMU & KASHMIR,BUDGAM,2008,8
JAMMU & KASHMIR,BUDGAM,2009,10
JAMMU & KASHMIR,BUDGAM,2010,7
JAMMU & KASHMIR,BUDGAM,2011,8
JAMMU & KASHMIR,BUDGAM,2012,7
UTTAR PRADESH,BULANDSHAHAR,2001,31
UTTAR PRADESH,BULANDSHAHAR,2002,33
UTTAR PRADESH,BULANDSHAHAR,2003,13
UTTAR PRADESH,BULANDSHAHAR,2004,40
UTTAR PRADESH,BULANDSHAHAR,2005,33
UTTAR PRADESH,BULANDSHAHAR,2006,27
UTTAR PRADESH,BULANDSHAHAR,2007,44
UTTAR PRADESH,BULANDSHAHAR,2008,28
UTTAR PRADESH,BULANDSHAHAR,2009,38
UTTAR PRADESH,BULANDSHAHAR,2010,24
UTTAR PRADESH,BULANDSHAHAR,2011,47
UTTAR PRADESH,BULANDSHAHAR,2012,46
MAHARASHTRA,BULDHANA,2001,22
MAHARASHTRA,BULDHANA,2002,30
MAHARASHTRA,BULDHANA,2003,39
MAHARASHTRA,BULDHANA,2004,39
MAHARASHTRA,BULDHANA,2005,42
MAHARASHTRA,BULDHANA,2006,23
MAHARASHTRA,BULDHANA,2007,39
