STATE/UT,DISTRICT,YEAR,MURDER,RAPE,THEFT
TAMIL NADU,MADURAI RURAL,2001,64,13,351
TAMIL NADU,MADURAI URBAN,2001,34,2,803
TAMIL NADU,NAGAPATTINAM,2001,36,12,318
TAMIL NADU,NAMAKKAL,2001,36,7,153
TAMIL NADU,NILGIRIS,2001,16,8,102
TAMIL NADU,PERAMBALUR,2001,10,3,47
TAMIL NADU,PUDUKOTTAI,2001,30,5,238
TAMIL NADU,RAMNATHAPURAM,2001,33,13,172
TAMIL NADU,SALEM RURAL,2001,78,8,192
TAMIL NADU,SALEM URBAN,2001,12,2,467
TAMIL NADU,SIVAGANGAI,2001,26,5,328
TAMIL NADU,THANJAVUR,2001,49,0,435
TAMIL NADU,THENI,2001,16,4,240
TAMIL NADU,THIRUNELVELI RURAL,2001,74,57,560
TAMIL NADU,THIRUNELVELI URBAN,2001,12,3,227
TAMIL NADU,THIRUVALLUR,2001,34,16,226
TAMIL NADU,THIRUVANNAMALAI,2001,44,5,402
TAMIL NADU,THIRUVARUR,2001,31,7,182
TAMIL NADU,THOOTHUGUDI,2001,69,12,484
TAMIL NADU,TRICHY RLY.,2001,0,0,40
TAMIL NADU,TRICHY RURAL,2001,52,6,213
TAMIL NADU,TRICHY URBAN,2001,24,5,504
TAMIL NADU,VELLORE,2001,78,13,744
TAMIL NADU,VILLUPURAM,2001,67,37,339
TAMIL NADU,VIRUDHUNAGAR,2001,57,17,509
TAMIL NADU,TOTAL,2001,1662,423,16709
TRIPURA,DHALAI,2001,35,11,7
TRIPURA,NORTH,2001,38,29,47
TRIPURA,SOUTH,2001,42,29,37
TRIPURA,WEST,2001,125,33,168
TRIPURA,TOTAL,2001,240,102,259
UTTAR PRADESH,AGRA,2001,153,66,1181
UTTAR PRADESH,ALIGARH,2001,229,50,727
UTTAR PRADESH,ALLAHABAD,2001,167,42,850
UTTAR PRADESH,AMBEDKAR NAGAR,2001,46,19,116
UTTAR PRADESH,AURAIYA,2001,53,11,82
UTTAR PRADESH,AZAMGARH,2001,120,11,187
UTTAR PRADESH,BADAUN,2001,239,47,306
UTTAR PRADESH,BAGHPAT,2001,89,15,218
UTTAR PRADESH,BAHRAICH,2001,43,14,169
UTTAR PRADESH,BALLIA,2001,55,18,178
UTTAR PRADESH,BALRAMPUR,2001,26,8,81
UTTAR PRADESH,BANDA,2001,75,27,108
UTTAR PRADESH,BARABANKI,2001,88,41,349
UTTAR PRADESH,BAREILLY,2001,272,93,784
UTTAR PRADESH,BASTI,2001,48,18,171
UTTAR PRADESH,BIJNOR,2001,124,38,352
UTTAR PRADESH,BULANDSHAHAR,2001,250,31,459
UTTAR PRADESH,CHANDOLI,2001,35,4,84
UTTAR PRADESH,CHITRAKOOT DHAM,2001,28,8,27
UTTAR PRADESH,DEORIA,2001,48,7,163
UTTAR PRADESH,ETAH,2001,240,57,350
UTTAR PRADESH,ETAWAH,2001,82,20,166
UTTAR PRADESH,FAIZABAD,2001,77,22,245
UTTAR PRADESH,FATEHGARH,2001,120,9,126
UTTAR PRADESH,FATEHPUR,2001,132,28,132
UTTAR PRADESH,FIROZABAD,2001,135,22,292
UTTAR PRADESH,G.R.P.,2001,31,2,3141
UTTAR PRADESH,GAUTAMBUDH NAGAR,2001,92,16,729
UTTAR PRADESH,GHAZIABAD,2001,230,31,1357
UTTAR PRADESH,GHAZIPUR,2001,46,6,107
UTTAR PRADESH,GONDA,2001,68,18,161
UTTAR PRADESH,GORAKHPUR,2001,96,13,192
UTTAR PRADESH,HAMIRPUR,2001,66,14,110
UTTAR PRADESH,HARDOI,2001,182,70,267
UTTAR PRADESH,HATHRAS,2001,86,16,225
UTTAR PRADESH,J.P.NAGAR,2001,112,23,166
UTTAR PRADESH,JALAUN,2001,83,6,167
UTTAR PRADESH,JAUNPUR,2001,56,11,165
UTTAR PRADESH,JHANSI,2001,76,18,258
UTTAR PRADESH,KANNAUJ,2001,66,8,106
UTTAR PRADESH,KANPUR DEHAT,2001,85,21,140
UTTAR PRADESH,KANPUR NAGAR,2001,210,47,1309
UTTAR PRADESH,KAUSHAMBI,2001,77,26,144
UTTAR PRADESH,KHIRI,2001,172,83,492
UTTAR PRADESH,KUSHI NAGAR,2001,69,7,107
UTTAR PRADESH,LALITPUR,2001,25,20,60
UTTAR PRADESH,LUCKNOW,2001,166,62,2202
UTTAR PRADESH,MAHARAJGANJ,2001,39,13,54
UTTAR PRADESH,MAHOBA,2001,56,12,60
UTTAR PRADESH,MAINPURI,2001,136,13,191
UTTAR PRADESH,MATHURA,2001,125,25,372
UTTAR PRADESH,MAU,2001,49,17,117
UTTAR PRADESH,MEERUT,2001,275,28,1202
UTTAR PRADESH,MIRZAPUR,2001,44,16,157
UTTAR PRADESH,MORADABAD,2001,213,44,607
UTTAR PRADESH,MUZAFFARNAGAR,2001,324,54,637
UTTAR PRADESH,PILIBHIT,2001,115,64,192
UTTAR PRADESH,PRATAPGARH,2001,76,18,139
UTTAR PRADESH,RAIBAREILLY,2001,87,58,304
UTTAR PRADESH,RAMPUR,2001,89,22,266
UTTAR PRADESH,SAHARANPUR,2001,101,41,428
UTTAR PRADESH,SANT KABIRNAGAR,2001,16,9,39
UTTAR PRADESH,SHAHJAHANPUR,2001,196,55,340
UTTAR PRADESH,SHRAWASTI,2001,35,13,108
UTTAR PRADESH,SIDHARTHNAGAR,2001,13,12,82
UTTAR PRADESH,SITAPUR,2001,162,85,826
UTTAR PRADESH,SONBHADRA,2001,33,5,91
UTTAR PRADESH,ST.RAVIDASNAGAR,2001,21,1,100
UTTAR PRADESH,SULTANPUR,2001,103,29,295
UTTAR PRADESH,UNNAO,2001,147,53,361
UTTAR PRADESH,VARANASI,2001,78,27,535
UTTAR PRADESH,TOTAL,2001,7601,1958,27011
UTTARAKHAND,ALMORA,2001,18,4,55
UTTARAKHAND,BAGESHWAR,2001,10,1,13
UTTARAKHAND,CHAMOLI,2001,13,3,26
UTTARAKHAND,CHAMPAWAT,2001,3,0,13
UTTARAKHAND,DEHRADUN,2001,32,12,392
UTTARAKHAND,HARIDWAR,2001,94,13,349
UTTARAKHAND,NAINITAL,2001,36,5,151
UTTARAKHAND,PAURI GARHWAL,2001,26,7,81
UTTARAKHAND,PITHORAGARH,2001,8,7,41
UTTARAKHAND,RUDRA PRAYAG,2001,5,2,20
UTTARAKHAND,TEHRI GARHWAL,2001,7,2,37
UTTARAKHAND,UDHAMSINGH NAGAR,2001,54,10,198
UTTARAKHAND,UTTARKASHI,2001,10,8,43
UTTARAKHAND,TOTAL,2001,316,74,1419
WEST BENGAL,24 PARGANAS NORTH,2001,202,53,1679
WEST BENGAL,24 PARGANAS SOUTH,2001,107,47,1143
WEST BENGAL,ASANSOL,2001,9,0,54
WEST BENGAL,BANKURA,2001,35,26,235
WEST BENGAL,BIRBHUM,2001,76,43,350
WEST BENGAL,BURDWAN,2001,133,46,848
WEST BENGAL,COOCHBEHAR,2001,37,36,125
WEST BENGAL,DAKSHIN DINAJPUR,2001,25,10,126
WEST BENGAL,DARJEELING,2001,46,20,467
WEST BENGAL,HOOGHLY,2001,81,29,587
WEST BENGAL,HOWRAH,2001,28,2,170
WEST BENGAL,HOWRAH CITY,2001,21,7,353
WEST BENGAL,HOWRAH G.R.P.,2001,18,1,673
WEST BENGAL,JALPAIGURI,2001,152,54,486
WEST BENGAL,KOLKATA,2001,65,19,4040
WEST BENGAL,MALDA,2001,55,40,333
WEST BENGAL,MIDNAPUR,2001,120,84,581
WEST BENGAL,MURSHIDABAD,2001,130,66,378
WEST BENGAL,NADIA,2001,124,71,678
WEST BENGAL,PURULIA,2001,69,23,300
WEST BENGAL,SEALDAH G.R.P.,2001,23,1,276
WEST BENGAL,SILIGURI G.R.P.,2001,2,0,89
WEST BENGAL,UTTAR DINAJPUR,2001,36,31,274
WEST BENGAL,TOTAL,2001,1594,709,14245
A & N ISLANDS,ANDAMAN,2001,13,3,65
A & N ISLANDS,NICOBAR,2001,0,0,0
A & N ISLANDS,TOTAL,2001,13,3,65
CHANDIGARH,CHANDIGARH,2001,15,18,1529
CHANDIGARH,TOTAL,2001,15,18,1529
D & N HAVELI,D and N HAVELI,2001,3,6,45
D & N HAVELI,TOTAL,2001,3,6,45
DAMAN & DIU,DAMAN,2001,6,0,34
DAMAN & DIU,DIU,2001,1,0,6
DAMAN & DIU,TOTAL,2001,7,0,40
DELHI UT,CENTRAL,2001,29,28,1595
DELHI UT,DELHI UT TOTAL,2001,547,381,19276
DELHI UT,EAST,2001,56,24,1651
DELHI UT,G.R.P.(RLY),2001,11,1,1430
DELHI UT,I.G.I. AIRPORT,2001,2,0,52
DELHI UT,NEW DELHI,2001,11,9,1237
DELHI UT,NORTH,2001,28,28,1364
DELHI UT,NORTH EAST,2001,62,36,961
DELHI UT,NORTH WEST,2001,134,103,2850
DELHI UT,S.T.F.,2001,0,0,0
DELHI UT,SOUTH,2001,83,65,4220
DELHI UT,SOUTH WEST,2001,61,42,1816
DELHI UT,WEST,2001,70,45,2100
LAKSHADWEEP,LAKSHADWEEP,2001,1,0,10
LAKSHADWEEP,TOTAL,2001,1,0,10
PUDUCHERRY,PONDICHERRY,2001,25,9,528
PUDUCHERRY,TOTAL,2001,25,9,528
ANDHRA PRADESH,ADILABAD,2002,100,37,226
ANDHRA PRADESH,ANANTAPUR,2002,166,28,356
ANDHRA PRADESH,CHITTOOR,2002,105,28,832
ANDHRA PRADESH,CUDDAPAH,2002,91,16,205
ANDHRA PRADESH,EAST GODAVARI,2002,97,25,1206
ANDHRA PRADESH,GUNTAKAL RLY.,2002,0,1,148
ANDHRA PRADESH,GUNTUR,2002,143,46,1182
ANDHRA PRADESH,HYDERABAD CITY,2002,117,57,3777
ANDHRA PRADESH,KARIMNAGAR,2002,160,99,404
ANDHRA PRADESH,KHAMMAM,2002,106,48,431
ANDHRA PRADESH,KRISHNA,2002,92,41,543
ANDHRA PRADESH,KURNOOL,2002,124,45,308
ANDHRA PRADESH,MAHABOOBNAGAR,2002,171,85,439
ANDHRA PRADESH,MEDAK,2002,103,68,356
ANDHRA PRADESH,NALGONDA,2002,109,41,321
ANDHRA PRADESH,NELLORE,2002,84,46,542
ANDHRA PRADESH,NIZAMABAD,2002,93,35,338
ANDHRA PRADESH,PRAKASHAM,2002,67,21,259
ANDHRA PRADESH,RANGA REDDY,2002,214,49,1450
ANDHRA PRADESH,SECUNDERABAD RLY.,2002,12,0,350
ANDHRA PRADESH,SRIKAKULAM,2002,27,14,235
ANDHRA PRADESH,VIJAYAWADA,2002,39,31,2808
ANDHRA PRADESH,VIJAYAWADA RLY.,2002,3,1,328
ANDHRA PRADESH,VISAKHA RURAL,2002,54,14,195
ANDHRA PRADESH,VISAKHAPATNAM,2002,20,8,573
ANDHRA PRADESH,VIZIANAGARAM,2002,28,12,171
ANDHRA PRADESH,WARANGAL,2002,131,52,413
ANDHRA PRADESH,WEST GODAVARI,2002,69,54,826
ANDHRA PRADESH,TOTAL,2002,2525,1002,19222
ARUNACHAL PRADESH,CHANGLANG,2002,9,3,25
ARUNACHAL PRADESH,DIBANG VALLEY,2002,6,5,20
ARUNACHAL PRADESH,KAMENG EAST,2002,3,1,23
ARUNACHAL PRADESH,KAMENG WEST,2002,3,0,15
ARUNACHAL PRADESH,LOHIT,2002,14,3,24
ARUNACHAL PRADESH,PAPUM PARE,2002,3,3,94
ARUNACHAL PRADESH,SIANG EAST,2002,3,11,58
ARUNACHAL PRADESH,SIANG UPPER,2002,0,3,7
ARUNACHAL PRADESH,SIANG WEST,2002,4,4,50
ARUNACHAL PRADESH,SUBANSIRI LOWER,2002,8,1,32
ARUNACHAL PRADESH,SUBANSIRI UPPER,2002,5,2,14
ARUNACHAL PRADESH,TAWANG,2002,0,1,13
ARUNACHAL PRADESH,TIRAP,2002,3,1,20
ARUNACHAL PRADESH,TOTAL,2002,61,38,395
ASSAM,BARPETA,2002,43,55,256
ASSAM,BONGAIGAON,2002,47,21,80
ASSAM,C.I.D.,2002,0,0,0
ASSAM,CACHAR,2002,57,71,448
ASSAM,DARRANG,2002,31,33,119
ASSAM,DHEMAJI,2002,30,48,83
ASSAM,DHUBRI,2002,60,46,88
ASSAM,DIBRUGARH,2002,97,45,309
ASSAM,G.R.P.,2002,6,0,62
ASSAM,GOALPARA,2002,24,40,107
ASSAM,GOLAGHAT,2002,57,42,260
ASSAM,GUWAHATI CITY,2002,60,60,1136
ASSAM,HAILAKANDI,2002,26,24,110
ASSAM,JORHAT,2002,37,36,204
ASSAM,KAMRUP,2002,34,41,138
ASSAM,KARBI ANGLONG,2002,41,5,118
ASSAM,KARIMGANJ,2002,43,23,142
ASSAM,KOKRAJHAR,2002,62,15,77
ASSAM,LAKHIMPUR,2002,26,69,283
ASSAM,MORIGAON,2002,23,40,108
ASSAM,N.C.HILLS,2002,25,2,45
ASSAM,NAGAON,2002,78,61,298
ASSAM,NALBARI,2002,47,27,87
ASSAM,R.P.O.,2002,0,1,4
ASSAM,SIBSAGAR,2002,75,57,328
ASSAM,SONITPUR,2002,109,67,332
ASSAM,TINSUKIA,2002,115,41,333
ASSAM,TOTAL,2002,1253,970,5555
BIHAR,ARARIA,2002,61,101,109
BIHAR,ARWAL,2002,44,0,37
BIHAR,AURANGABAD,2002,96,12,132
BIHAR,BAGAHA,2002,27,23,127
BIHAR,BANKA,2002,100,27,92
BIHAR,BEGUSARAI,2002,138,20,253
BIHAR,BETTIAH,2002,100,55,274
BIHAR,BHABHUA,2002,48,17,140
BIHAR,BHAGALPUR,2002,107,40,409
BIHAR,BHOJPUR,2002,147,17,247
BIHAR,BUXAR,2002,60,17,182
BIHAR,DARBHANGA,2002,72,52,225
BIHAR,GAYA,2002,218,31,348
BIHAR,GOPALGANJ,2002,69,16,120
BIHAR,JAMALPUR RLY.,2002,6,0,121
BIHAR,JAMUI,2002,56,15,106
BIHAR,JEHANABAD,2002,73,7,123
BIHAR,KATIHAR,2002,67,77,157
BIHAR,KATIHAR RLY.,2002,14,2,218
BIHAR,KHAGARIA,2002,66,15,75
BIHAR,KISHANGANJ,2002,30,20,82
BIHAR,LAKHISARAI,2002,67,2,84
BIHAR,MADHEPURA,2002,50,10,75
BIHAR,MADHUBANI,2002,66,31,177
BIHAR,MOTIHARI,2002,97,41,306
BIHAR,MUNGER,2002,63,11,161
BIHAR,MUZAFFARPUR,2002,130,60,723
BIHAR,MUZAFFARPUR RLY.,2002,18,2,319
BIHAR,NALANDA,2002,175,32,233
BIHAR,NAUGACHIA,2002,35,11,50
BIHAR,NAWADAH,2002,69,34,78
BIHAR,PATNA,2002,472,37,1763
BIHAR,PATNA RLY.,2002,29,2,707
BIHAR,PURNEA,2002,96,46,174
BIHAR,ROHTAS,2002,132,15,375
BIHAR,SAHARSA,2002,39,11,65
BIHAR,SAMASTIPUR,2002,119,22,197
BIHAR,SARAN,2002,100,12,271
BIHAR,SHEIKHPURA,2002,33,6,60
BIHAR,SHEOHAR,2002,10,14,16
BIHAR,SITAMARHI,2002,54,31,176
BIHAR,SIWAN,2002,117,8,138
BIHAR,SUPAUL,2002,43,22,114
BIHAR,VAISHALI,2002,99,16,306
BIHAR,TOTAL,2002,3712,1040,10145
CHHATTISGARH,BALRAMPUR,2002,30,30,46
CHHATTISGARH,BILASPUR,2002,56,72,595
CHHATTISGARH,BIZAPUR,2002,19,7,13
CHHATTISGARH,DANTEWARA,2002,59,9,66
CHHATTISGARH,DHAMTARI,2002,16,26,113
CHHATTISGARH,DURG,2002,72,132,787
CHHATTISGARH,GRP RAIPUR,2002,2,5,207
CHHATTISGARH,JAGDALPUR,2002,70,46,116
CHHATTISGARH,JANJGIR,2002,43,42,191
CHHATTISGARH,JASHPUR,2002,54,35,82
CHHATTISGARH,KABIRDHAM,2002,18,20,57
CHHATTISGARH,KANKER,2002,35,37,54
CHHATTISGARH,KORBA,2002,40,38,312
CHHATTISGARH,KORIYA,2002,21,58,134
CHHATTISGARH,MAHASAMUND,2002,15,33,150
CHHATTISGARH,RAIGARH,2002,56,39,222
CHHATTISGARH,RAIPUR,2002,86,159,699
CHHATTISGARH,RAJNANDGAON,2002,51,62,163
CHHATTISGARH,SARGUJA,2002,101,142,295
CHHATTISGARH,TOTAL,2002,844,992,4302
GOA,NORTH GOA,2002,18,9,285
GOA,SOUTH GOA,2002,12,3,211
GOA,TOTAL,2002,30,12,496
GUJARAT,AHMEDABAD COMMR.,2002,222,12,4007
GUJARAT,AHMEDABAD RURAL,2002,63,7,235
GUJARAT,AHWA-DANG,2002,6,4,12
GUJARAT,AMRELI,2002,21,4,158
GUJARAT,ANAND,2002,48,8,359
GUJARAT,BHARUCH,2002,47,7,298
GUJARAT,BHAVNAGAR,2002,59,9,500
GUJARAT,DAHOD,2002,64,14,120
GUJARAT,GANDHINAGAR,2002,31,7,522
GUJARAT,HIMATNAGAR,2002,71,11,238
GUJARAT,JAMNAGAR,2002,39,25,500
GUJARAT,JUNAGADH,2002,55,10,531
GUJARAT,KHEDA NORTH,2002,56,9,352
GUJARAT,KUTCH,2002,35,3,263
GUJARAT,MEHSANA,2002,49,13,611
GUJARAT,NARMADA,2002,16,7,36
GUJARAT,NAVSARI,2002,26,5,134
GUJARAT,PALANPUR,2002,38,16,293
GUJARAT,PANCHMAHAL,2002,83,4,290
GUJARAT,PATAN,2002,24,3,215
GUJARAT,PORBANDAR,2002,7,4,75
GUJARAT,RAJKOT COMMR.,2002,35,6,1191
GUJARAT,RAJKOT RURAL,2002,41,15,365
GUJARAT,SURAT COMMR.,2002,81,18,1503
GUJARAT,SURAT RURAL,2002,78,10,208
GUJARAT,SURENDRANAGAR,2002,40,13,224
GUJARAT,VADODARA COMMR.,2002,56,5,1040
GUJARAT,VADODARA RURAL,2002,81,12,222
GUJARAT,VALSAD,2002,39,3,398
GUJARAT,W.RLY,2002,21,3,842
GUJARAT,TOTAL,2002,1532,267,15742
HARYANA,AMBALA,2002,25,15,331
HARYANA,BHIWANI,2002,35,17,206
HARYANA,FARIDABAD,2002,57,37,677
HARYANA,FATEHABAD,2002,16,7,156
HARYANA,GRP,2002,25,1,203
HARYANA,GURGAON,2002,66,27,772
HARYANA,HISSAR,2002,52,15,402
HARYANA,JHAJJAR,2002,41,18,198
HARYANA,JIND,2002,33,19,134
HARYANA,KAITHAL,2002,26,7,151
HARYANA,KARNAL,2002,39,37,383
HARYANA,KURUKSHETRA,2002,31,15,321
HARYANA,MAHENDRAGARH,2002,21,16,112
HARYANA,PANCHKULA,2002,7,13,201
HARYANA,PANIPAT,2002,46,43,449
HARYANA,REWARI,2002,21,10,152
HARYANA,ROHTAK,2002,63,17,359
HARYANA,SIRSA,2002,43,20,229
HARYANA,SONIPAT,2002,82,14,319
HARYANA,YAMUNANAGAR,2002,31,13,207
HARYANA,TOTAL,2002,760,361,5962
HIMACHAL PRADESH,BILASPUR,2002,11,9,56
HIMACHAL PRADESH,CHAMBA,2002,15,16,25
HIMACHAL PRADESH,G.R.P.,2002,0,0,1
HIMACHAL PRADESH,HAMIRPUR,2002,8,3,28
HIMACHAL PRADESH,KANGRA,2002,28,14,86
HIMACHAL PRADESH,KINNAUR,2002,2,4,11
HIMACHAL PRADESH,KULLU,2002,8,14,29
HIMACHAL PRADESH,LAHAUL-SPITI,2002,2,0,5
HIMACHAL PRADESH,MANDI,2002,5,24,70
HIMACHAL PRADESH,SHIMLA,2002,15,27,119
HIMACHAL PRADESH,SIRMAUR,2002,9,11,24
HIMACHAL PRADESH,SOLAN,2002,7,9,62
HIMACHAL PRADESH,UNA,2002,13,6,48
HIMACHAL PRADESH,TOTAL,2002,123,137,564
JAMMU & KASHMIR,ANANTNAG,2002,86,16,91
JAMMU & KASHMIR,AWANTIPORA,2002,26,1,18
JAMMU & KASHMIR,BARAMULLA,2002,121,14,155
JAMMU & KASHMIR,BORDER,2002,7,5,16
JAMMU & KASHMIR,BUDGAM,2002,46,12,109
JAMMU & KASHMIR,CRIME JAMMU,2002,1,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2002,1,0,0
JAMMU & KASHMIR,DODA,2002,105,15,21
JAMMU & KASHMIR,GANDERBAL,2002,22,7,53
JAMMU & KASHMIR,HANDWARA,2002,47,0,23
JAMMU & KASHMIR,JAMMU,2002,23,7,407
JAMMU & KASHMIR,KARGIL,2002,0,1,5
JAMMU & KASHMIR,KATHUA,2002,15,11,47
JAMMU & KASHMIR,KULGAM,2002,41,7,43
JAMMU & KASHMIR,KUPWARA,2002,56,5,24
JAMMU & KASHMIR,LEH,2002,6,3,5
JAMMU & KASHMIR,POONCH,2002,84,9,46
JAMMU & KASHMIR,PULWAMA,2002,55,12,115
JAMMU & KASHMIR,RAILWAYS,2002,2,0,7
JAMMU & KASHMIR,RAJOURI,2002,97,13,38
JAMMU & KASHMIR,RAMBAN,2002,62,7,27
JAMMU & KASHMIR,REASI,2002,45,8,28
JAMMU & KASHMIR,SRINAGAR,2002,86,24,639
JAMMU & KASHMIR,UDHAMPUR,2002,14,15,103
JAMMU & KASHMIR,TOTAL,2002,1048,192,2020
JHARKHAND,BOKARO,2002,58,48,445
JHARKHAND,CHAIBASA,2002,134,37,98
JHARKHAND,CHATRA,2002,31,18,83
JHARKHAND,DEOGHAR,2002,36,37,98
JHARKHAND,DHANBAD,2002,88,38,493
JHARKHAND,DHANBAD RLY.,2002,5,2,240
JHARKHAND,DUMKA,2002,67,50,88
JHARKHAND,GARHWA,2002,39,32,68
JHARKHAND,GIRIDIH,2002,72,39,128
JHARKHAND,GODDA,2002,31,86,128
JHARKHAND,GUMLA,2002,108,31,58
JHARKHAND,HAZARIBAGH,2002,86,71,537
JHARKHAND,JAMSHEDPUR,2002,81,76,539
JHARKHAND,JAMSHEDPUR RLY.,2002,2,1,114
JHARKHAND,JAMTARA,2002,18,25,69
JHARKHAND,KODERMA,2002,30,6,50
JHARKHAND,LATEHAR,2002,43,12,33
JHARKHAND,LOHARDAGGA,2002,44,14,29
JHARKHAND,PAKUR,2002,37,37,32
JHARKHAND,PALAMU,2002,69,14,99
JHARKHAND,RANCHI,2002,270,55,729
JHARKHAND,SAHEBGANJ,2002,45,26,98
JHARKHAND,SARAIKELA,2002,51,26,115
JHARKHAND,SIMDEGA,2002,43,16,3
JHARKHAND,TOTAL,2002,1488,797,4374
KARNATAKA,BAGALKOT,2002,51,4,147
KARNATAKA,BANGALORE COMMR.,2002,201,32,7081
KARNATAKA,BANGALORE RURAL,2002,153,22,767
KARNATAKA,BELGAUM,2002,113,6,272
KARNATAKA,BELLARY,2002,62,11,265
KARNATAKA,BIDAR,2002,49,8,208
KARNATAKA,BIJAPUR,2002,62,3,117
KARNATAKA,CHAMARAJNAGAR,2002,29,4,99
KARNATAKA,CHICKMAGALUR,2002,36,18,237
KARNATAKA,CHITRADURGA,2002,37,12,165
KARNATAKA,DAKSHIN KANNADA,2002,26,9,208
KARNATAKA,DAVANAGERE,2002,57,14,279
KARNATAKA,DHARWAD COMMR.,2002,17,1,269
KARNATAKA,DHARWAD RURAL,2002,35,0,34
KARNATAKA,GADAG,2002,15,3,72
KARNATAKA,GULBARGA,2002,79,24,258
KARNATAKA,HASSAN,2002,74,11,287
KARNATAKA,HAVERI,2002,18,2,107
KARNATAKA,K.G.F.,2002,14,6,255
KARNATAKA,KODAGU,2002,35,4,76
KARNATAKA,KOLAR,2002,73,18,362
KARNATAKA,KOPPAL,2002,19,6,82
KARNATAKA,MANDYA,2002,61,30,274
KARNATAKA,MYSORE COMMR.,2002,22,7,279
KARNATAKA,MYSORE RURAL,2002,62,5,217
KARNATAKA,RAICHUR,2002,59,6,138
KARNATAKA,RAILWAYS,2002,14,0,380
KARNATAKA,SHIMOGA,2002,53,11,349
KARNATAKA,TUMKUR,2002,58,9,371
KARNATAKA,UDUPI,2002,15,1,80
KARNATAKA,UTTAR KANNADA,2002,28,5,83
KARNATAKA,TOTAL,2002,1627,292,13818
KERALA,ALAPUZHA,2002,18,13,244
KERALA,CBCID,2002,15,0,4
KERALA,ERNAKULAM,2002,36,27,1159
KERALA,IDUKKI,2002,32,26,215
KERALA,KANNUR,2002,28,21,197
KERALA,KASARGOD,2002,20,25,146
KERALA,KOLLAM,2002,41,60,319
KERALA,KOTTAYAM,2002,20,28,379
KERALA,KOZHIKODE,2002,21,53,569
KERALA,MALAPPURAM,2002,26,70,319
KERALA,PALAKKAD,2002,51,48,311
KERALA,PATHANAMTHITTA,2002,28,12,186
KERALA,RAILWAYS,2002,0,0,302
KERALA,THRISSUR,2002,52,30,405
KERALA,TRIVANDRUM,2002,58,56,853
KERALA,WAYANADU,2002,8,30,135
KERALA,TOTAL,2002,454,499,5743
MADHYA PRADESH,BALAGHAT,2002,69,87,236
MADHYA PRADESH,BARWANI,2002,37,30,108
MADHYA PRADESH,BETUL,2002,65,115,169
MADHYA PRADESH,BHIND,2002,72,33,308
MADHYA PRADESH,BHOPAL,2002,62,98,1500
MADHYA PRADESH,BHOPAL RLY.,2002,7,1,924
MADHYA PRADESH,CHHATARPUR,2002,70,76,171
MADHYA PRADESH,CHHINDWARA,2002,81,82,194
MADHYA PRADESH,DAMOH,2002,49,57,175
MADHYA PRADESH,DATIYA,2002,54,22,128
MADHYA PRADESH,DEWAS,2002,53,97,902
MADHYA PRADESH,DHAR,2002,90,74,653
MADHYA PRADESH,DINDORI,2002,26,26,22
MADHYA PRADESH,GUNA,2002,64,148,372
MADHYA PRADESH,GWALIOR,2002,102,69,872
MADHYA PRADESH,HARDA,2002,18,28,68
MADHYA PRADESH,HOSHANGABAD,2002,48,62,339
MADHYA PRADESH,INDORE,2002,109,93,2896
MADHYA PRADESH,INDORE RLY.,2002,3,1,164
MADHYA PRADESH,JABALPUR,2002,73,80,987
MADHYA PRADESH,JABALPUR RLY.,2002,2,0,208
MADHYA PRADESH,JHABUA,2002,133,29,230
MADHYA PRADESH,KATNI,2002,40,37,210
MADHYA PRADESH,KHANDWA,2002,33,71,370
MADHYA PRADESH,KHARGON,2002,37,50,472
MADHYA PRADESH,MANDLA,2002,21,43,98
MADHYA PRADESH,MANDSAUR,2002,34,45,406
MADHYA PRADESH,MORENA,2002,62,46,533
MADHYA PRADESH,NARSINGHPUR,2002,48,88,163
MADHYA PRADESH,NEEMUCH,2002,19,26,310
MADHYA PRADESH,PANNA,2002,35,35,105
MADHYA PRADESH,RAISEN,2002,34,98,169
MADHYA PRADESH,RAJGARH,2002,36,80,290
MADHYA PRADESH,RATLAM,2002,36,67,403
MADHYA PRADESH,REWA,2002,68,32,436
MADHYA PRADESH,SAGAR,2002,81,136,501
MADHYA PRADESH,SATNA,2002,62,66,356
MADHYA PRADESH,SEONI,2002,40,44,144
MADHYA PRADESH,SHAHDOL,2002,51,72,392
MADHYA PRADESH,SHAJAPUR,2002,42,84,647
MADHYA PRADESH,SHEOPUR,2002,20,28,93
MADHYA PRADESH,SHIVPURI,2002,71,73,227
MADHYA PRADESH,SIDHI,2002,48,46,345
MADHYA PRADESH,SIHORE,2002,21,63,362
MADHYA PRADESH,TIKAMGARH,2002,45,51,204
MADHYA PRADESH,UJJAIN,2002,54,68,1528
MADHYA PRADESH,UMARIYA,2002,28,20,83
MADHYA PRADESH,VIDISHA,2002,42,114,286
MADHYA PRADESH,TOTAL,2002,2395,2891,20759
MAHARASHTRA,AHMEDNAGAR,2002,82,45,841
MAHARASHTRA,AKOLA,2002,59,28,729
MAHARASHTRA,AMRAVATI COMMR.,2002,27,18,791
MAHARASHTRA,AMRAVATI RURAL,2002,58,66,1052
MAHARASHTRA,AURANGABAD COMMR.,2002,32,8,535
MAHARASHTRA,AURANGABAD RURAL,2002,50,12,291
MAHARASHTRA,BEED,2002,69,25,431
MAHARASHTRA,BHANDARA,2002,36,32,340
MAHARASHTRA,BULDHANA,2002,50,30,728
