STATE/UT,DISTRICT,YEAR,KIDNAPPING & ABDUCTION
UTTAR PRADESH,BALRAMPUR,2008,21
UTTAR PRADESH,BALRAMPUR,2009,23
UTTAR PRADESH,BALRAMPUR,2010,29
UTTAR PRADESH,BALRAMPUR,2011,50
UTTAR PRADESH,BALRAMPUR,2012,53
UTTAR PRADESH,BANDA,2001,29
UTTAR PRADESH,BANDA,2002,23
UTTAR PRADESH,BANDA,2003,10
UTTAR PRADESH,BANDA,2004,19
UTTAR PRADESH,BANDA,2005,16
UTTAR PRADESH,BANDA,2006,14
UTTAR PRADESH,BANDA,2007,18
UTTAR PRADESH,BANDA,2008,40
UTTAR PRADESH,BANDA,2009,41
UTTAR PRADESH,BANDA,2010,42
UTTAR PRADESH,BANDA,2011,48
UTTAR PRADESH,BANDA,2012,48
JAMMU & KASHMIR,BANDIPORA,2008,45
JAMMU & KASHMIR,BANDIPORA,2009,54
JAMMU & KASHMIR,BANDIPORA,2010,45
JAMMU & KASHMIR,BANDIPORA,2011,59
JAMMU & KASHMIR,BANDIPORA,2012,46
KARNATAKA,BANGALORE COMMR.,2001,152
KARNATAKA,BANGALORE COMMR.,2002,159
KARNATAKA,BANGALORE COMMR.,2003,132
KARNATAKA,BANGALORE COMMR.,2004,175
KARNATAKA,BANGALORE COMMR.,2005,131
KARNATAKA,BANGALORE COMMR.,2006,99
KARNATAKA,BANGALORE COMMR.,2007,119
KARNATAKA,BANGALORE COMMR.,2008,159
KARNATAKA,BANGALORE COMMR.,2009,270
KARNATAKA,BANGALORE COMMR.,2010,513
KARNATAKA,BANGALORE COMMR.,2011,573
KARNATAKA,BANGALORE COMMR.,2012,532
KARNATAKA,BANGALORE RURAL,2001,37
KARNATAKA,BANGALORE RURAL,2002,38
KARNATAKA,BANGALORE RURAL,2003,34
KARNATAKA,BANGALORE RURAL,2004,42
KARNATAKA,BANGALORE RURAL,2005,44
KARNATAKA,BANGALORE RURAL,2006,34
KARNATAKA,BANGALORE RURAL,2007,43
KARNATAKA,BANGALORE RURAL,2008,22
KARNATAKA,BANGALORE RURAL,2009,23
KARNATAKA,BANGALORE RURAL,2010,30
KARNATAKA,BANGALORE RURAL,2011,30
KARNATAKA,BANGALORE RURAL,2012,53
BIHAR,BANKA,2001,27
BIHAR,BANKA,2002,32
BIHAR,BANKA,2003,25
BIHAR,BANKA,2004,40
BIHAR,BANKA,2005,44
BIHAR,BANKA,2006,41
BIHAR,BANKA,2007,34
BIHAR,BANKA,2008,46
BIHAR,BANKA,2009,54
BIHAR,BANKA,2010,53
BIHAR,BANKA,2011,66
BIHAR,BANKA,2012,52
WEST BENGAL,BANKURA,2001,7
WEST BENGAL,BANKURA,2002,12
WEST BENGAL,BANKURA,2003,11
WEST BENGAL,BANKURA,2004,24
WEST BENGAL,BANKURA,2005,27
WEST BENGAL,BANKURA,2006,26
WEST BENGAL,BANKURA,2007,14
WEST BENGAL,BANKURA,2008,21
WEST BENGAL,BANKURA,2009,36
WEST BENGAL,BANKURA,2010,47
WEST BENGAL,BANKURA,2011,42
WEST BENGAL,BANKURA,2012,84
RAJASTHAN,BANSWARA,2001,61
RAJASTHAN,BANSWARA,2002,55
RAJASTHAN,BANSWARA,2003,54
RAJASTHAN,BANSWARA,2004,54
RAJASTHAN,BANSWARA,2005,33
RAJASTHAN,BANSWARA,2006,38
RAJASTHAN,BANSWARA,2007,46
RAJASTHAN,BANSWARA,2008,50
RAJASTHAN,BANSWARA,2009,53
RAJASTHAN,BANSWARA,2010,57
RAJASTHAN,BANSWARA,2011,102
RAJASTHAN,BANSWARA,2012,96
UTTAR PRADESH,BARABANKI,2001,71
UTTAR PRADESH,BARABANKI,2002,51
UTTAR PRADESH,BARABANKI,2003,26
UTTAR PRADESH,BARABANKI,2004,41
UTTAR PRADESH,BARABANKI,2005,35
UTTAR PRADESH,BARABANKI,2006,52
UTTAR PRADESH,BARABANKI,2007,70
UTTAR PRADESH,BARABANKI,2008,83
UTTAR PRADESH,BARABANKI,2009,107
UTTAR PRADESH,BARABANKI,2010,90
UTTAR PRADESH,BARABANKI,2011,142
UTTAR PRADESH,BARABANKI,2012,130
ODISHA,BARAGARH,2001,8
ODISHA,BARAGARH,2002,4
ODISHA,BARAGARH,2003,4
ODISHA,BARAGARH,2004,14
ODISHA,BARAGARH,2005,12
ODISHA,BARAGARH,2006,13
ODISHA,BARAGARH,2007,14
ODISHA,BARAGARH,2008,8
ODISHA,BARAGARH,2009,10
ODISHA,BARAGARH,2010,27
ODISHA,BARAGARH,2011,16
ODISHA,BARAGARH,2012,36
JAMMU & KASHMIR,BARAMULLA,2001,75
JAMMU & KASHMIR,BARAMULLA,2002,87
JAMMU & KASHMIR,BARAMULLA,2003,90
JAMMU & KASHMIR,BARAMULLA,2004,87
JAMMU & KASHMIR,BARAMULLA,2005,109
JAMMU & KASHMIR,BARAMULLA,2006,111
JAMMU & KASHMIR,BARAMULLA,2007,102
JAMMU & KASHMIR,BARAMULLA,2008,63
JAMMU & KASHMIR,BARAMULLA,2009,86
JAMMU & KASHMIR,BARAMULLA,2010,57
JAMMU & KASHMIR,BARAMULLA,2011,77
JAMMU & KASHMIR,BARAMULLA,2012,83
RAJASTHAN,BARAN,2001,96
RAJASTHAN,BARAN,2002,89
RAJASTHAN,BARAN,2003,66
RAJASTHAN,BARAN,2004,63
RAJASTHAN,BARAN,2005,47
RAJASTHAN,BARAN,2006,44
RAJASTHAN,BARAN,2007,28
RAJASTHAN,BARAN,2008,45
RAJASTHAN,BARAN,2009,85
RAJASTHAN,BARAN,2010,72
RAJASTHAN,BARAN,2011,91
RAJASTHAN,BARAN,2012,84
UTTAR PRADESH,BAREILLY,2001,144
UTTAR PRADESH,BAREILLY,2002,122
UTTAR PRADESH,BAREILLY,2003,70
UTTAR PRADESH,BAREILLY,2004,117
UTTAR PRADESH,BAREILLY,2005,107
UTTAR PRADESH,BAREILLY,2006,93
UTTAR PRADESH,BAREILLY,2007,126
UTTAR PRADESH,BAREILLY,2008,155
UTTAR PRADESH,BAREILLY,2009,168
UTTAR PRADESH,BAREILLY,2010,182
UTTAR PRADESH,BAREILLY,2011,205
UTTAR PRADESH,BAREILLY,2012,265
RAJASTHAN,BARMER,2001,21
RAJASTHAN,BARMER,2002,25
RAJASTHAN,BARMER,2003,26
RAJASTHAN,BARMER,2004,21
RAJASTHAN,BARMER,2005,26
RAJASTHAN,BARMER,2006,26
RAJASTHAN,BARMER,2007,29
RAJASTHAN,BARMER,2008,24
RAJASTHAN,BARMER,2009,29
RAJASTHAN,BARMER,2010,33
RAJASTHAN,BARMER,2011,34
RAJASTHAN,BARMER,2012,35
PUNJAB,BARNALA,2001,16
PUNJAB,BARNALA,2002,6
PUNJAB,BARNALA,2003,12
PUNJAB,BARNALA,2004,8
PUNJAB,BARNALA,2005,2
PUNJAB,BARNALA,2006,6
PUNJAB,BARNALA,2007,6
PUNJAB,BARNALA,2008,7
PUNJAB,BARNALA,2009,7
PUNJAB,BARNALA,2010,9
PUNJAB,BARNALA,2011,7
PUNJAB,BARNALA,2012,9
ASSAM,BARPETA,2001,105
ASSAM,BARPETA,2002,69
ASSAM,BARPETA,2003,76
ASSAM,BARPETA,2004,74
ASSAM,BARPETA,2005,69
ASSAM,BARPETA,2006,75
ASSAM,BARPETA,2007,87
ASSAM,BARPETA,2008,128
ASSAM,BARPETA,2009,113
ASSAM,BARPETA,2010,177
ASSAM,BARPETA,2011,168
ASSAM,BARPETA,2012,225
MADHYA PRADESH,BARWANI,2001,2
MADHYA PRADESH,BARWANI,2002,4
MADHYA PRADESH,BARWANI,2003,9
MADHYA PRADESH,BARWANI,2004,1
MADHYA PRADESH,BARWANI,2005,5
MADHYA PRADESH,BARWANI,2006,2
MADHYA PRADESH,BARWANI,2007,10
MADHYA PRADESH,BARWANI,2008,6
MADHYA PRADESH,BARWANI,2009,5
MADHYA PRADESH,BARWANI,2010,4
MADHYA PRADESH,BARWANI,2011,8
MADHYA PRADESH,BARWANI,2012,8
ASSAM,BASKA,2005,24
ASSAM,BASKA,2006,24
ASSAM,BASKA,2007,19
ASSAM,BASKA,2008,35
ASSAM,BASKA,2009,38
ASSAM,BASKA,2010,48
ASSAM,BASKA,2011,68
UTTAR PRADESH,BASTI,2001,28
UTTAR PRADESH,BASTI,2002,31
UTTAR PRADESH,BASTI,2003,11
UTTAR PRADESH,BASTI,2004,21
UTTAR PRADESH,BASTI,2005,13
UTTAR PRADESH,BASTI,2006,15
UTTAR PRADESH,BASTI,2007,22
UTTAR PRADESH,BASTI,2008,18
UTTAR PRADESH,BASTI,2009,22
UTTAR PRADESH,BASTI,2010,30
UTTAR PRADESH,BASTI,2011,29
UTTAR PRADESH,BASTI,2012,61
PUNJAB,BATALA,2001,6
PUNJAB,BATALA,2002,14
PUNJAB,BATALA,2003,12
PUNJAB,BATALA,2004,8
PUNJAB,BATALA,2005,18
PUNJAB,BATALA,2006,16
PUNJAB,BATALA,2007,19
PUNJAB,BATALA,2008,19
PUNJAB,BATALA,2009,12
PUNJAB,BATALA,2010,26
PUNJAB,BATALA,2011,16
PUNJAB,BATALA,2012,23
WEST BENGAL,BDN CP,2012,53
MAHARASHTRA,BEED,2001,25
MAHARASHTRA,BEED,2002,23
MAHARASHTRA,BEED,2003,17
MAHARASHTRA,BEED,2004,19
MAHARASHTRA,BEED,2005,26
MAHARASHTRA,BEED,2006,34
MAHARASHTRA,BEED,2007,48
MAHARASHTRA,BEED,2008,39
MAHARASHTRA,BEED,2009,36
MAHARASHTRA,BEED,2010,44
MAHARASHTRA,BEED,2011,58
MAHARASHTRA,BEED,2012,50
BIHAR,BEGUSARAI,2001,53
BIHAR,BEGUSARAI,2002,75
BIHAR,BEGUSARAI,2003,96
BIHAR,BEGUSARAI,2004,123
BIHAR,BEGUSARAI,2005,65
BIHAR,BEGUSARAI,2006,69
BIHAR,BEGUSARAI,2007,85
BIHAR,BEGUSARAI,2008,110
BIHAR,BEGUSARAI,2009,79
BIHAR,BEGUSARAI,2010,92
BIHAR,BEGUSARAI,2011,119
BIHAR,BEGUSARAI,2012,143
KARNATAKA,BELGAUM,2001,27
KARNATAKA,BELGAUM,2002,26
KARNATAKA,BELGAUM,2003,28
KARNATAKA,BELGAUM,2004,26
KARNATAKA,BELGAUM,2005,41
KARNATAKA,BELGAUM,2006,35
KARNATAKA,BELGAUM,2007,42
KARNATAKA,BELGAUM,2008,59
KARNATAKA,BELGAUM,2009,60
KARNATAKA,BELGAUM,2010,62
KARNATAKA,BELGAUM,2011,53
KARNATAKA,BELGAUM,2012,54
KARNATAKA,BELLARY,2001,14
KARNATAKA,BELLARY,2002,13
KARNATAKA,BELLARY,2003,12
KARNATAKA,BELLARY,2004,17
KARNATAKA,BELLARY,2005,21
KARNATAKA,BELLARY,2006,23
KARNATAKA,BELLARY,2007,17
KARNATAKA,BELLARY,2008,19
KARNATAKA,BELLARY,2009,25
KARNATAKA,BELLARY,2010,20
KARNATAKA,BELLARY,2011,21
KARNATAKA,BELLARY,2012,31
CHHATTISGARH,BEMETARA,2012,19
ODISHA,BERHAMPUR,2001,13
ODISHA,BERHAMPUR,2002,7
ODISHA,BERHAMPUR,2003,6
ODISHA,BERHAMPUR,2004,13
ODISHA,BERHAMPUR,2005,7
ODISHA,BERHAMPUR,2006,15
ODISHA,BERHAMPUR,2007,8
ODISHA,BERHAMPUR,2008,22
ODISHA,BERHAMPUR,2009,20
ODISHA,BERHAMPUR,2010,16
ODISHA,BERHAMPUR,2011,20
ODISHA,BERHAMPUR,2012,24
BIHAR,BETTIAH,2001,84
BIHAR,BETTIAH,2002,67
BIHAR,BETTIAH,2003,89
BIHAR,BETTIAH,2004,226
BIHAR,BETTIAH,2005,114
BIHAR,BETTIAH,2006,110
BIHAR,BETTIAH,2007,17
BIHAR,BETTIAH,2008,51
BIHAR,BETTIAH,2009,82
BIHAR,BETTIAH,2010,111
BIHAR,BETTIAH,2011,118
BIHAR,BETTIAH,2012,166
MADHYA PRADESH,BETUL,2001,19
MADHYA PRADESH,BETUL,2002,22
MADHYA PRADESH,BETUL,2003,24
MADHYA PRADESH,BETUL,2004,17
MADHYA PRADESH,BETUL,2005,14
MADHYA PRADESH,BETUL,2006,27
MADHYA PRADESH,BETUL,2007,18
MADHYA PRADESH,BETUL,2008,26
MADHYA PRADESH,BETUL,2009,30
MADHYA PRADESH,BETUL,2010,25
MADHYA PRADESH,BETUL,2011,19
MADHYA PRADESH,BETUL,2012,12
BIHAR,BHABHUA,2001,43
BIHAR,BHABHUA,2002,41
BIHAR,BHABHUA,2003,40
BIHAR,BHABHUA,2004,47
BIHAR,BHABHUA,2005,41
BIHAR,BHABHUA,2006,35
BIHAR,BHABHUA,2007,25
BIHAR,BHABHUA,2008,37
BIHAR,BHABHUA,2009,38
BIHAR,BHABHUA,2010,39
BIHAR,BHABHUA,2011,57
BIHAR,BHABHUA,2012,45
ODISHA,BHADRAK,2001,20
ODISHA,BHADRAK,2002,18
ODISHA,BHADRAK,2003,21
ODISHA,BHADRAK,2004,17
ODISHA,BHADRAK,2005,18
ODISHA,BHADRAK,2006,20
ODISHA,BHADRAK,2007,21
ODISHA,BHADRAK,2008,46
ODISHA,BHADRAK,2009,42
ODISHA,BHADRAK,2010,52
ODISHA,BHADRAK,2011,55
ODISHA,BHADRAK,2012,72
BIHAR,BHAGALPUR,2001,66
BIHAR,BHAGALPUR,2002,89
BIHAR,BHAGALPUR,2003,98
BIHAR,BHAGALPUR,2004,95
BIHAR,BHAGALPUR,2005,101
BIHAR,BHAGALPUR,2006,83
BIHAR,BHAGALPUR,2007,76
BIHAR,BHAGALPUR,2008,133
BIHAR,BHAGALPUR,2009,57
BIHAR,BHAGALPUR,2010,86
BIHAR,BHAGALPUR,2011,106
BIHAR,BHAGALPUR,2012,132
MAHARASHTRA,BHANDARA,2001,4
MAHARASHTRA,BHANDARA,2002,16
MAHARASHTRA,BHANDARA,2003,7
MAHARASHTRA,BHANDARA,2004,16
MAHARASHTRA,BHANDARA,2005,17
MAHARASHTRA,BHANDARA,2006,15
MAHARASHTRA,BHANDARA,2007,7
MAHARASHTRA,BHANDARA,2008,14
MAHARASHTRA,BHANDARA,2009,12
MAHARASHTRA,BHANDARA,2010,15
MAHARASHTRA,BHANDARA,2011,12
MAHARASHTRA,BHANDARA,2012,11
RAJASTHAN,BHARATPUR,2001,126
RAJASTHAN,BHARATPUR,2002,109
RAJASTHAN,BHARATPUR,2003,105
RAJASTHAN,BHARATPUR,2004,128
RAJASTHAN,BHARATPUR,2005,88
RAJASTHAN,BHARATPUR,2006,82
RAJASTHAN,BHARATPUR,2007,112
RAJASTHAN,BHARATPUR,2008,100
RAJASTHAN,BHARATPUR,2009,188
RAJASTHAN,BHARATPUR,2010,203
RAJASTHAN,BHARATPUR,2011,193
RAJASTHAN,BHARATPUR,2012,212
GUJARAT,BHARUCH,2001,39
GUJARAT,BHARUCH,2002,24
GUJARAT,BHARUCH,2003,28
GUJARAT,BHARUCH,2004,21
GUJARAT,BHARUCH,2005,23
GUJARAT,BHARUCH,2006,7
GUJARAT,BHARUCH,2007,15
GUJARAT,BHARUCH,2008,34
GUJARAT,BHARUCH,2009,28
GUJARAT,BHARUCH,2010,27
GUJARAT,BHARUCH,2011,28
GUJARAT,BHARUCH,2012,28
PUNJAB,BHATINDA,2001,15
PUNJAB,BHATINDA,2002,32
PUNJAB,BHATINDA,2003,16
PUNJAB,BHATINDA,2004,26
PUNJAB,BHATINDA,2005,37
PUNJAB,BHATINDA,2006,27
PUNJAB,BHATINDA,2007,34
PUNJAB,BHATINDA,2008,44
PUNJAB,BHATINDA,2009,36
PUNJAB,BHATINDA,2010,40
PUNJAB,BHATINDA,2011,31
PUNJAB,BHATINDA,2012,46
GUJARAT,BHAVNAGAR,2001,60
GUJARAT,BHAVNAGAR,2002,51
GUJARAT,BHAVNAGAR,2003,70
GUJARAT,BHAVNAGAR,2004,71
GUJARAT,BHAVNAGAR,2005,85
GUJARAT,BHAVNAGAR,2006,128
GUJARAT,BHAVNAGAR,2007,104
GUJARAT,BHAVNAGAR,2008,90
GUJARAT,BHAVNAGAR,2009,71
GUJARAT,BHAVNAGAR,2010,62
GUJARAT,BHAVNAGAR,2011,88
GUJARAT,BHAVNAGAR,2012,105
RAJASTHAN,BHILWARA,2001,223
RAJASTHAN,BHILWARA,2002,196
RAJASTHAN,BHILWARA,2003,148
RAJASTHAN,BHILWARA,2004,157
RAJASTHAN,BHILWARA,2005,136
RAJASTHAN,BHILWARA,2006,97
RAJASTHAN,BHILWARA,2007,66
RAJASTHAN,BHILWARA,2008,68
RAJASTHAN,BHILWARA,2009,109
RAJASTHAN,BHILWARA,2010,143
RAJASTHAN,BHILWARA,2011,85
RAJASTHAN,BHILWARA,2012,78
UTTAR PRADESH,BHIM NAGAR,2011,114
UTTAR PRADESH,BHIM NAGAR,2012,93
MADHYA PRADESH,BHIND,2001,47
MADHYA PRADESH,BHIND,2002,29
MADHYA PRADESH,BHIND,2003,28
MADHYA PRADESH,BHIND,2004,33
MADHYA PRADESH,BHIND,2005,21
MADHYA PRADESH,BHIND,2006,13
MADHYA PRADESH,BHIND,2007,15
MADHYA PRADESH,BHIND,2008,13
MADHYA PRADESH,BHIND,2009,32
MADHYA PRADESH,BHIND,2010,11
MADHYA PRADESH,BHIND,2011,22
MADHYA PRADESH,BHIND,2012,27
HARYANA,BHIWANI,2001,9
HARYANA,BHIWANI,2002,16
HARYANA,BHIWANI,2003,17
HARYANA,BHIWANI,2004,19
HARYANA,BHIWANI,2005,24
HARYANA,BHIWANI,2006,34
HARYANA,BHIWANI,2007,32
HARYANA,BHIWANI,2008,47
HARYANA,BHIWANI,2009,74
HARYANA,BHIWANI,2010,52
HARYANA,BHIWANI,2011,43
HARYANA,BHIWANI,2012,109
BIHAR,BHOJPUR,2001,46
BIHAR,BHOJPUR,2002,43
BIHAR,BHOJPUR,2003,48
BIHAR,BHOJPUR,2004,30
BIHAR,BHOJPUR,2005,38
BIHAR,BHOJPUR,2006,57
BIHAR,BHOJPUR,2007,57
BIHAR,BHOJPUR,2008,72
BIHAR,BHOJPUR,2009,50
BIHAR,BHOJPUR,2010,72
BIHAR,BHOJPUR,2011,64
BIHAR,BHOJPUR,2012,74
MADHYA PRADESH,BHOPAL,2001,55
MADHYA PRADESH,BHOPAL,2002,41
MADHYA PRADESH,BHOPAL,2003,55
MADHYA PRADESH,BHOPAL,2004,43
MADHYA PRADESH,BHOPAL,2005,31
MADHYA PRADESH,BHOPAL,2006,49
MADHYA PRADESH,BHOPAL,2007,48
MADHYA PRADESH,BHOPAL,2008,42
MADHYA PRADESH,BHOPAL,2009,77
MADHYA PRADESH,BHOPAL,2010,66
MADHYA PRADESH,BHOPAL,2011,40
MADHYA PRADESH,BHOPAL,2012,63
MADHYA PRADESH,BHOPAL RLY.,2001,2
MADHYA PRADESH,BHOPAL RLY.,2002,0
MADHYA PRADESH,BHOPAL RLY.,2003,1
MADHYA PRADESH,BHOPAL RLY.,2004,1
MADHYA PRADESH,BHOPAL RLY.,2005,1
MADHYA PRADESH,BHOPAL RLY.,2006,4
MADHYA PRADESH,BHOPAL RLY.,2007,0
MADHYA PRADESH,BHOPAL RLY.,2008,3
MADHYA PRADESH,BHOPAL RLY.,2009,3
MADHYA PRADESH,BHOPAL RLY.,2010,1
MADHYA PRADESH,BHOPAL RLY.,2011,0
MADHYA PRADESH,BHOPAL RLY.,2012,1
KARNATAKA,BIDAR,2001,19
KARNATAKA,BIDAR,2002,23
KARNATAKA,BIDAR,2003,22
KARNATAKA,BIDAR,2004,25
KARNATAKA,BIDAR,2005,12
KARNATAKA,BIDAR,2006,20
KARNATAKA,BIDAR,2007,26
KARNATAKA,BIDAR,2008,23
KARNATAKA,BIDAR,2009,14
KARNATAKA,BIDAR,2010,26
KARNATAKA,BIDAR,2011,13
KARNATAKA,BIDAR,2012,30
ASSAM,BIEO,2012,0
KARNATAKA,BIJAPUR,2001,24
KARNATAKA,BIJAPUR,2002,30
KARNATAKA,BIJAPUR,2003,18
KARNATAKA,BIJAPUR,2004,21
KARNATAKA,BIJAPUR,2005,22
KARNATAKA,BIJAPUR,2006,26
KARNATAKA,BIJAPUR,2007,30
KARNATAKA,BIJAPUR,2008,23
KARNATAKA,BIJAPUR,2009,28
KARNATAKA,BIJAPUR,2010,43
KARNATAKA,BIJAPUR,2011,43
KARNATAKA,BIJAPUR,2012,30
UTTAR PRADESH,BIJNOR,2001,85
UTTAR PRADESH,BIJNOR,2002,65
UTTAR PRADESH,BIJNOR,2003,33
UTTAR PRADESH,BIJNOR,2004,34
UTTAR PRADESH,BIJNOR,2005,35
UTTAR PRADESH,BIJNOR,2006,51
UTTAR PRADESH,BIJNOR,2007,68
UTTAR PRADESH,BIJNOR,2008,92
UTTAR PRADESH,BIJNOR,2009,87
UTTAR PRADESH,BIJNOR,2010,117
UTTAR PRADESH,BIJNOR,2011,128
UTTAR PRADESH,BIJNOR,2012,160
RAJASTHAN,BIKANER,2001,36
RAJASTHAN,BIKANER,2002,21
RAJASTHAN,BIKANER,2003,41
RAJASTHAN,BIKANER,2004,31
RAJASTHAN,BIKANER,2005,20
RAJASTHAN,BIKANER,2006,28
RAJASTHAN,BIKANER,2007,36
RAJASTHAN,BIKANER,2008,29
RAJASTHAN,BIKANER,2009,38
RAJASTHAN,BIKANER,2010,43
RAJASTHAN,BIKANER,2011,31
RAJASTHAN,BIKANER,2012,41
CHHATTISGARH,BILASPUR,2001,20
CHHATTISGARH,BILASPUR,2002,15
CHHATTISGARH,BILASPUR,2003,12
CHHATTISGARH,BILASPUR,2004,21
CHHATTISGARH,BILASPUR,2005,36
CHHATTISGARH,BILASPUR,2006,27
CHHATTISGARH,BILASPUR,2007,22
CHHATTISGARH,BILASPUR,2008,33
CHHATTISGARH,BILASPUR,2009,45
CHHATTISGARH,BILASPUR,2010,38
CHHATTISGARH,BILASPUR,2011,24
CHHATTISGARH,BILASPUR,2012,33
HIMACHAL PRADESH,BILASPUR,2001,10
HIMACHAL PRADESH,BILASPUR,2002,8
HIMACHAL PRADESH,BILASPUR,2003,12
HIMACHAL PRADESH,BILASPUR,2004,8
HIMACHAL PRADESH,BILASPUR,2005,9
HIMACHAL PRADESH,BILASPUR,2006,4
HIMACHAL PRADESH,BILASPUR,2007,11
HIMACHAL PRADESH,BILASPUR,2008,7
HIMACHAL PRADESH,BILASPUR,2009,6
HIMACHAL PRADESH,BILASPUR,2010,8
HIMACHAL PRADESH,BILASPUR,2011,3
HIMACHAL PRADESH,BILASPUR,2012,7
WEST BENGAL,BIRBHUM,2001,43
WEST BENGAL,BIRBHUM,2002,28
WEST BENGAL,BIRBHUM,2003,35
WEST BENGAL,BIRBHUM,2004,31
WEST BENGAL,BIRBHUM,2005,41
WEST BENGAL,BIRBHUM,2006,39
WEST BENGAL,BIRBHUM,2007,31
WEST BENGAL,BIRBHUM,2008,46
WEST BENGAL,BIRBHUM,2009,52
WEST BENGAL,BIRBHUM,2010,52
WEST BENGAL,BIRBHUM,2011,58
WEST BENGAL,BIRBHUM,2012,76
MANIPUR,BISHNUPUR,2001,3
MANIPUR,BISHNUPUR,2002,20
MANIPUR,BISHNUPUR,2003,10
MANIPUR,BISHNUPUR,2004,14
MANIPUR,BISHNUPUR,2005,7
MANIPUR,BISHNUPUR,2006,9
MANIPUR,BISHNUPUR,2007,9
MANIPUR,BISHNUPUR,2008,14
MANIPUR,BISHNUPUR,2009,7
MANIPUR,BISHNUPUR,2010,20
MANIPUR,BISHNUPUR,2011,18
MANIPUR,BISHNUPUR,2012,12
CHHATTISGARH,BIZAPUR,2001,0
CHHATTISGARH,BIZAPUR,2002,2
CHHATTISGARH,BIZAPUR,2003,2
CHHATTISGARH,BIZAPUR,2004,1
CHHATTISGARH,BIZAPUR,2005,1
CHHATTISGARH,BIZAPUR,2006,7
CHHATTISGARH,BIZAPUR,2007,9
CHHATTISGARH,BIZAPUR,2008,8
CHHATTISGARH,BIZAPUR,2009,4
CHHATTISGARH,BIZAPUR,2010,10
CHHATTISGARH,BIZAPUR,2011,4
CHHATTISGARH,BIZAPUR,2012,3
WEST BENGAL,BKP CP,2012,214
JHARKHAND,BOKARO,2001,38
JHARKHAND,BOKARO,2002,40
JHARKHAND,BOKARO,2003,40
JHARKHAND,BOKARO,2004,40
JHARKHAND,BOKARO,2005,43
JHARKHAND,BOKARO,2006,49
JHARKHAND,BOKARO,2007,43
JHARKHAND,BOKARO,2008,41
JHARKHAND,BOKARO,2009,37
JHARKHAND,BOKARO,2010,64
JHARKHAND,BOKARO,2011,57
JHARKHAND,BOKARO,2012,63
ODISHA,BOLANGIR,2001,16
ODISHA,BOLANGIR,2002,16
ODISHA,BOLANGIR,2003,4
ODISHA,BOLANGIR,2004,6
ODISHA,BOLANGIR,2005,40
ODISHA,BOLANGIR,2006,37
ODISHA,BOLANGIR,2007,26
ODISHA,BOLANGIR,2008,24
ODISHA,BOLANGIR,2009,33
ODISHA,BOLANGIR,2010,19
ODISHA,BOLANGIR,2011,24
ODISHA,BOLANGIR,2012,42
ASSAM,BONGAIGAON,2001,36
ASSAM,BONGAIGAON,2002,51
ASSAM,BONGAIGAON,2003,46
ASSAM,BONGAIGAON,2004,52
ASSAM,BONGAIGAON,2005,31
ASSAM,BONGAIGAON,2006,19
ASSAM,BONGAIGAON,2007,45
ASSAM,BONGAIGAON,2008,60
ASSAM,BONGAIGAON,2009,58
ASSAM,BONGAIGAON,2010,74
ASSAM,BONGAIGAON,2011,74
ASSAM,BONGAIGAON,2012,73
JAMMU & KASHMIR,BORDER,2001,10
JAMMU & KASHMIR,BORDER,2002,14
JAMMU & KASHMIR,BORDER,2003,8
JAMMU & KASHMIR,BORDER,2004,11
JAMMU & KASHMIR,BORDER,2005,9
JAMMU & KASHMIR,BORDER DISTRICT,2006,12
JAMMU & KASHMIR,BORDER DISTRICT,2007,10
ODISHA,BOUDH,2001,5
ODISHA,BOUDH,2002,3
ODISHA,BOUDH,2003,6
ODISHA,BOUDH,2004,4
ODISHA,BOUDH,2005,2
ODISHA,BOUDH,2006,3
ODISHA,BOUDH,2007,5
ODISHA,BOUDH,2008,2
ODISHA,BOUDH,2009,1
ODISHA,BOUDH,2010,7
ODISHA,BOUDH,2011,19
ODISHA,BOUDH,2012,10
JAMMU & KASHMIR,BUDGAM,2001,40
JAMMU & KASHMIR,BUDGAM,2002,40
JAMMU & KASHMIR,BUDGAM,2003,46
JAMMU & KASHMIR,BUDGAM,2004,61
JAMMU & KASHMIR,BUDGAM,2005,63
JAMMU & KASHMIR,BUDGAM,2006,54
JAMMU & KASHMIR,BUDGAM,2007,72
JAMMU & KASHMIR,BUDGAM,2008,66
JAMMU & KASHMIR,BUDGAM,2009,76
JAMMU & KASHMIR,BUDGAM,2010,67
JAMMU & KASHMIR,BUDGAM,2011,101
JAMMU & KASHMIR,BUDGAM,2012,77
UTTAR PRADESH,BULANDSHAHAR,2001,94
UTTAR PRADESH,BULANDSHAHAR,2002,94
UTTAR PRADESH,BULANDSHAHAR,2003,36
UTTAR PRADESH,BULANDSHAHAR,2004,90
UTTAR PRADESH,BULANDSHAHAR,2005,81
UTTAR PRADESH,BULANDSHAHAR,2006,69
UTTAR PRADESH,BULANDSHAHAR,2007,120
UTTAR PRADESH,BULANDSHAHAR,2008,77
UTTAR PRADESH,BULANDSHAHAR,2009,102
UTTAR PRADESH,BULANDSHAHAR,2010,148
UTTAR PRADESH,BULANDSHAHAR,2011,218
UTTAR PRADESH,BULANDSHAHAR,2012,188
MAHARASHTRA,BULDHANA,2001,22
MAHARASHTRA,BULDHANA,2002,18
MAHARASHTRA,BULDHANA,2003,17
MAHARASHTRA,BULDHANA,2004,20
